Time,Altitude,Latitude,Longitude,Pitch,Roll,Yaw,Pitch Rate,Roll Rate,Yaw Rate,Temperature,Humidity,Pressure
20:59:29.734336,,,,1.063358,353.780613,161.870989,-0.00364029085629,0.0330773157481,-0.246663726924,25.148369,34.319660,1006.812500
20:59:29.854195,,,,1.067440,353.784212,161.854528,0.0340543857554,0.0300249226688,-0.137327105321,25.130489,32.793091,1006.798340
20:59:29.972782,,,,1.068033,353.788737,161.838573,0.00500042676145,0.0381567134833,-0.134539306878,25.166248,34.209694,1006.797852
20:59:30.090660,,,,1.077487,353.795721,161.807455,0.0802226848747,0.0592632992558,-0.264054316473,25.237766,32.961269,1006.783691
20:59:30.208644,,,,1.072358,353.807462,161.790366,-0.0435014240222,0.0995808577585,-0.144939722191,25.184128,34.863014,1006.788818
20:59:30.326321,,,,1.086639,353.801209,161.782921,0.121344366139,-0.0531311757908,-0.0632594920458,25.148369,34.465202,1006.783447
20:59:30.444336,,,,1.091058,353.802139,161.767635,0.0373952707222,0.00787001624193,-0.129355987386,25.184128,33.391426,1006.788330
20:59:30.562916,,,,1.092725,353.805514,161.746051,0.014065247318,0.0284764305328,-0.182114156036,25.148369,34.953575,1006.782471
20:59:30.680959,,,,1.085333,353.804911,161.729126,-0.0626546854524,-0.00511103562345,-0.143456513972,25.112610,34.261444,1006.787598
20:59:30.798706,,,,1.082187,353.808845,161.704305,-0.0267157989039,0.0334074866142,-0.210779670881,25.112610,34.051216,1006.786133
20:59:30.916531,,,,1.080307,353.824548,161.699346,-0.0159335514038,0.133087530688,-0.0420289794742,25.130489,34.361706,1006.785400
20:59:31.034899,,,,1.076484,353.827319,161.681123,-0.0323262541898,0.0234308266701,-0.154088760162,25.148369,34.290550,1006.791504
20:59:31.153057,,,,1.091038,353.836477,161.690467,0.123257514646,0.0775589060828,0.0791341361036,25.237766,34.187054,1006.791016
20:59:31.270829,,,,1.101909,353.822869,161.688131,0.0922977305941,-0.11553560095,-0.0198332718857,25.130489,33.346149,1006.800781
20:59:31.388620,,,,1.098389,353.827226,161.688377,-0.0298648956424,0.0369662927026,0.00208714895686,25.130489,34.132072,1006.802734
20:59:31.506740,,,,1.098132,353.827823,161.690016,-0.00217490704243,0.0050522159704,0.0138703215664,25.237766,34.303490,1006.787354
